"交易类型","代码","名称","金额","余额","币种","创建时间"
"股票买入成交","ADBE","Adobe","-1,293.58","-1,293.57","USD","2026/02/20 23:27:34"
"基金申购","880006","易方达(香港)美元货币市场基金","-10,332.08","0.01","USD","2026/02/09 10:29:52"
"银行转存","--","--","+10,000.00","10,332.09","USD","2026/02/06 10:15:09"
"融资/欠款利息","--","--","-23.57","332.09","USD","2025/11/04 06:34:39"
"货币兑换","--","--","+84.70","355.66","USD","2025/10/30 09:36:46"
"货币兑换","--","--","-659.21","0.00","HKD","2025/10/30 09:36:46"
"银行转取","--","--","-3,200.00","270.96","USD","2025/10/30 09:03:03"
"ETFs卖出费用","SQQQ","三倍做空纳指ETF-ProShares","-8.66","3,470.96","USD","2025/10/29 15:23:46"
"ETFs卖出成交","SQQQ","三倍做空纳指ETF-ProShares","+8,434.36","3,479.62","USD","2025/10/29 15:23:34"
"ETFs卖出费用","SQQQ","三倍做空纳指ETF-ProShares","-2.09","-4,954.74","USD","2025/10/27 21:33:41"
"ETFs卖出成交","SQQQ","三倍做空纳指ETF-ProShares","+415.56","-4,952.65","USD","2025/10/27 21:31:44"
"ETFs卖出费用","SQQQ","三倍做空纳指ETF-ProShares","-2.13","-5,368.21","USD","2025/10/25 03:07:55"
"ETFs卖出成交","SQQQ","三倍做空纳指ETF-ProShares","+583.59","-5,366.08","USD","2025/10/25 03:07:46"
"ETFs卖出费用","SQQQ","三倍做空纳指ETF-ProShares","-2.04","-5,949.67","USD","2025/10/20 21:35:54"
"ETFs卖出成交","SQQQ","三倍做空纳指ETF-ProShares","+188.94","-5,947.63","USD","2025/10/20 21:34:17"
"ETFs卖出费用","SQQQ","三倍做空纳指ETF-ProShares","-2.06","-6,136.56","USD","2025/10/06 21:35:29"
"ETFs卖出成交","SQQQ","三倍做空纳指ETF-ProShares","+294.40","-6,134.50","USD","2025/10/06 21:32:33"
"ETFs卖出费用","SQQQ","三倍做空纳指ETF-ProShares","-2.05","-6,428.91","USD","2025/10/04 03:02:49"
"ETFs卖出成交","SQQQ","三倍做空纳指ETF-ProShares","+240.64","-6,426.86","USD","2025/10/04 03:02:38"
"融资/欠款利息","--","--","-31.12","-6,667.50","USD","2025/10/02 16:20:04"
"股息税","SQQQ","三倍做空纳指ETF-ProShares","-19.00","-6,636.38","USD","2025/10/01 21:02:29"
"现金股息","SQQQ","三倍做空纳指ETF-ProShares","+190.05","-6,617.38","USD","2025/10/01 21:00:33"
"ETFs卖出费用","SQQQ","三倍做空纳指ETF-ProShares","-2.12","-6,807.43","USD","2025/09/20 03:08:05"
"ETFs卖出成交","SQQQ","三倍做空纳指ETF-ProShares","+640.62","-6,805.31","USD","2025/09/20 03:07:56"
"ETFs卖出费用","SQQQ","三倍做空纳指ETF-ProShares","-2.01","-7,445.93","USD","2025/09/15 22:02:30"
"ETFs卖出费用","SQQQ","三倍做空纳指ETF-ProShares","-2.04","-7,443.92","USD","2025/09/15 22:00:13"
"ETFs卖出成交","SQQQ","三倍做空纳指ETF-ProShares","+48.76","-7,441.88","USD","2025/09/15 21:59:30"
"ETFs卖出成交","SQQQ","三倍做空纳指ETF-ProShares","+195.51","-7,490.65","USD","2025/09/15 21:55:59"
"ETFs卖出费用","SQQQ","三倍做空纳指ETF-ProShares","-2.14","-7,686.15","USD","2025/09/13 03:03:00"
"ETFs卖出成交","SQQQ","三倍做空纳指ETF-ProShares","+741.32","-7,684.01","USD","2025/09/13 03:02:50"
"ETFs卖出费用","SQQQ","三倍做空纳指ETF-ProShares","-2.04","-8,425.33","USD","2025/09/08 21:37:41"
"ETFs卖出成交","SQQQ","三倍做空纳指ETF-ProShares","+240.24","-8,423.29","USD","2025/09/08 21:35:17"
"融资/欠款利息","--","--","-37.06","-8,663.53","USD","2025/09/02 01:51:36"
"ETFs卖出费用","SQQQ","三倍做空纳指ETF-ProShares","-2.04","-8,626.47","USD","2025/08/16 03:07:37"
"ETFs卖出成交","SQQQ","三倍做空纳指ETF-ProShares","+224.90","-8,624.43","USD","2025/08/16 03:07:28"
"ETFs卖出费用","SQQQ","三倍做空纳指ETF-ProShares","-2.12","-8,849.33","USD","2025/08/09 03:02:27"
"ETFs卖出成交","SQQQ","三倍做空纳指ETF-ProShares","+700.01","-8,847.21","USD","2025/08/09 03:02:15"
"融资/欠款利息","--","--","-42.21","-9,547.23","USD","2025/08/02 04:59:20"
"ETFs卖出费用","SQQQ","三倍做空纳指ETF-ProShares","-2.03","-9,505.02","USD","2025/07/28 22:01:04"
"ETFs卖出成交","SQQQ","三倍做空纳指ETF-ProShares","+198.15","-9,502.99","USD","2025/07/28 22:00:53"
"ETFs卖出费用","SQQQ","三倍做空纳指ETF-ProShares","-2.03","-9,701.13","USD","2025/07/26 03:15:06"
"ETFs卖出成交","SQQQ","三倍做空纳指ETF-ProShares","+200.13","-9,699.10","USD","2025/07/26 03:14:58"
"ETFs卖出费用","SQQQ","三倍做空纳指ETF-ProShares","-2.04","-9,899.23","USD","2025/07/21 21:49:37"
"ETFs卖出成交","SQQQ","三倍做空纳指ETF-ProShares","+220.11","-9,897.19","USD","2025/07/21 21:49:26"
"ETFs卖出费用","SQQQ","三倍做空纳指ETF-ProShares","-2.05","-10,117.30","USD","2025/07/21 21:36:57"
"ETFs卖出成交","SQQQ","三倍做空纳指ETF-ProShares","+277.80","-10,115.25","USD","2025/07/21 21:35:26"
"股息税","SQQQ","三倍做空纳指ETF-ProShares","-25.66","-10,393.05","USD","2025/07/02 20:13:05"
"现金股息","SQQQ","三倍做空纳指ETF-ProShares","+256.63","-10,367.39","USD","2025/07/02 20:11:26"
"融资/欠款利息","--","--","-42.30","-10,624.02","USD","2025/07/02 01:33:16"
"融资/欠款利息","--","--","-28.61","-10,581.72","USD","2025/06/03 02:13:41"
"ETFs买入费用","SQQQ","三倍做空纳指ETF-ProShares","-2.14","-10,553.11","USD","2025/05/21 23:14:24"
"ETFs买入成交","SQQQ","三倍做空纳指ETF-ProShares","-1,168.00","-10,550.97","USD","2025/05/21 23:14:12"
"ETFs卖出费用","SQQQ","三倍做空纳指ETF-ProShares","-2.15","-9,382.97","USD","2025/05/15 07:11:48"
"ETFs卖出成交","SQQQ","三倍做空纳指ETF-ProShares","+1,191.00","-9,380.82","USD","2025/05/15 07:11:37"
"ETFs买入费用","SQQQ","三倍做空纳指ETF-ProShares","-2.14","-10,571.82","USD","2025/05/15 00:05:45"
"ETFs买入成交","SQQQ","三倍做空纳指ETF-ProShares","-1,187.50","-10,569.68","USD","2025/05/15 00:05:34"
"ETFs卖出费用","SQQQ","三倍做空纳指ETF-ProShares","-2.38","-9,382.18","USD","2025/05/14 04:08:54"
"ETFs卖出成交","SQQQ","三倍做空纳指ETF-ProShares","+2,420.00","-9,379.80","USD","2025/05/14 04:08:46"
"ETFs买入费用","SQQQ","三倍做空纳指ETF-ProShares","-2.14","-11,799.80","USD","2025/05/14 00:48:05"
"ETFs买入成交","SQQQ","三倍做空纳指ETF-ProShares","-1,197.50","-11,797.66","USD","2025/05/14 00:47:55"
"ETFs买入费用","SQQQ","三倍做空纳指ETF-ProShares","-2.14","-10,600.16","USD","2025/05/13 23:27:12"
"ETFs买入成交","SQQQ","三倍做空纳指ETF-ProShares","-1,205.00","-10,598.02","USD","2025/05/13 23:27:00"
"ETFs买入费用","SQQQ","三倍做空纳指ETF-ProShares","-2.14","-9,393.02","USD","2025/05/13 21:57:36"
"ETFs买入成交","SQQQ","三倍做空纳指ETF-ProShares","-1,233.50","-9,390.88","USD","2025/05/13 21:57:24"
"ETFs买入费用","SQQQ","三倍做空纳指ETF-ProShares","-2.14","-8,157.38","USD","2025/05/13 21:42:17"
"ETFs买入成交","SQQQ","三倍做空纳指ETF-ProShares","-1,242.50","-8,155.24","USD","2025/05/13 21:41:28"
"ETFs卖出费用","SOXS","三倍做空半导体ETF-Direxion","-4.03","-6,912.74","USD","2025/05/13 03:36:11"
"ETFs卖出成交","SOXS","三倍做空半导体ETF-Direxion","+3,840.00","-6,908.71","USD","2025/05/13 03:36:01"
"ETFs买入费用","SOXS","三倍做空半导体ETF-Direxion","-2.29","-10,748.71","USD","2025/05/13 01:06:57"
"ETFs买入成交","SOXS","三倍做空半导体ETF-Direxion","-1,231.00","-10,746.42","USD","2025/05/13 01:06:48"
"ETFs买入费用","SOXS","三倍做空半导体ETF-Direxion","-2.29","-9,515.42","USD","2025/05/13 00:12:14"
"ETFs买入成交","SOXS","三倍做空半导体ETF-Direxion","-1,255.00","-9,513.13","USD","2025/05/13 00:12:04"
"ETFs买入费用","SOXS","三倍做空半导体ETF-Direxion","-2.29","-8,258.13","USD","2025/05/13 00:05:20"
"ETFs买入成交","SOXS","三倍做空半导体ETF-Direxion","-1,263.00","-8,255.84","USD","2025/05/13 00:05:10"
"ETFs买入费用","SQQQ","三倍做空纳指ETF-ProShares","-2.14","-6,992.84","USD","2025/05/12 18:59:32"
"ETFs买入成交","SQQQ","三倍做空纳指ETF-ProShares","-1,261.00","-6,990.70","USD","2025/05/12 18:59:25"
"ETFs买入费用","SQQQ","三倍做空纳指ETF-ProShares","-2.14","-5,729.70","USD","2025/05/12 15:27:09"
"ETFs买入成交","SQQQ","三倍做空纳指ETF-ProShares","-1,272.50","-5,727.56","USD","2025/05/12 15:26:53"
"ETFs买入费用","SQQQ","三倍做空纳指ETF-ProShares","-2.29","-4,455.06","USD","2025/05/12 15:25:04"
"ETFs买入成交","SQQQ","三倍做空纳指ETF-ProShares","-2,553.00","-4,452.77","USD","2025/05/12 15:24:48"
"ETFs买入费用","SQQQ","三倍做空纳指ETF-ProShares","-2.14","-1,899.77","USD","2025/05/12 15:23:15"
"ETFs买入成交","SQQQ","三倍做空纳指ETF-ProShares","-1,280.50","-1,897.63","USD","2025/05/12 15:22:36"
"ETFs买入费用","SQQQ","三倍做空纳指ETF-ProShares","-2.14","-617.13","USD","2025/05/12 15:17:20"
"ETFs买入成交","SQQQ","三倍做空纳指ETF-ProShares","-1,284.00","-614.99","USD","2025/05/12 15:14:43"
"ETFs买入费用","SQQQ","三倍做空纳指ETF-ProShares","-2.14","669.01","USD","2025/05/12 14:39:48"
"ETFs买入成交","SQQQ","三倍做空纳指ETF-ProShares","-1,345.00","671.15","USD","2025/05/12 14:39:35"
"ETFs买入费用","SQQQ","三倍做空纳指ETF-ProShares","-2.14","2,016.15","USD","2025/05/08 17:39:29"
"ETFs买入成交","SQQQ","三倍做空纳指ETF-ProShares","-1,415.00","2,018.29","USD","2025/05/08 17:39:22"
"ETFs买入费用","SQQQ","三倍做空纳指ETF-ProShares","-2.14","3,433.29","USD","2025/05/08 16:50:46"
"ETFs买入成交","SQQQ","三倍做空纳指ETF-ProShares","-1,420.00","3,435.43","USD","2025/05/08 16:50:38"
"ETFs买入费用","SQQQ","三倍做空纳指ETF-ProShares","-2.14","4,855.43","USD","2025/05/08 12:08:20"
"ETFs买入成交","SQQQ","三倍做空纳指ETF-ProShares","-1,431.00","4,857.57","USD","2025/05/08 12:08:12"
"ETFs买入费用","SQQQ","三倍做空纳指ETF-ProShares","-2.14","6,288.57","USD","2025/05/08 11:17:45"
"ETFs买入成交","SQQQ","三倍做空纳指ETF-ProShares","-1,440.00","6,290.71","USD","2025/05/08 11:17:34"
"ETFs买入费用","SQQQ","三倍做空纳指ETF-ProShares","-2.29","7,730.71","USD","2025/05/07 00:14:23"
"ETFs买入成交","SQQQ","三倍做空纳指ETF-ProShares","-2,940.00","7,733.00","USD","2025/05/07 00:14:13"
"ETFs卖出费用","SQQQ","三倍做空纳指ETF-ProShares","-2.39","10,673.00","USD","2025/05/06 13:58:29"
"ETFs卖出成交","SQQQ","三倍做空纳指ETF-ProShares","+2,975.00","10,675.39","USD","2025/05/06 13:58:19"
"ETFs卖出费用","SQQQ","三倍做空纳指ETF-ProShares","-2.39","7,700.39","USD","2025/05/06 13:51:35"
"ETFs卖出成交","SQQQ","三倍做空纳指ETF-ProShares","+2,968.00","7,702.78","USD","2025/05/06 13:51:26"
"ETFs卖出费用","SQQQ","三倍做空纳指ETF-ProShares","-2.79","4,734.78","USD","2025/05/06 10:05:17"
"ETFs卖出成交","SQQQ","三倍做空纳指ETF-ProShares","+5,213.12","4,737.57","USD","2025/05/06 10:05:07"
"ETFs卖出成交","SQQQ","三倍做空纳指ETF-ProShares","+710.88","-475.55","USD","2025/05/06 09:53:55"
"ETFs卖出费用","SQQQ","三倍做空纳指ETF-ProShares","-2.80","-1,186.43","USD","2025/05/06 09:41:09"
"ETFs卖出成交","SQQQ","三倍做空纳指ETF-ProShares","+3,963.72","-1,183.63","USD","2025/05/06 09:38:30"
"ETFs卖出成交","SQQQ","三倍做空纳指ETF-ProShares","+177.48","-5,147.35","USD","2025/05/06 09:38:26"
"ETFs卖出成交","SQQQ","三倍做空纳指ETF-ProShares","+1,774.80","-5,324.83","USD","2025/05/06 09:38:16"
"ETFs买入费用","SQQQ","三倍做空纳指ETF-ProShares","-2.29","-7,099.63","USD","2025/05/06 00:06:28"
"ETFs买入成交","SQQQ","三倍做空纳指ETF-ProShares","-2,886.00","-7,097.34","USD","2025/05/06 00:06:20"
"ETFs卖出费用","SQQQ","三倍做空纳指ETF-ProShares","-2.39","-4,211.34","USD","2025/05/05 09:50:23"
"ETFs卖出成交","SQQQ","三倍做空纳指ETF-ProShares","+2,935.00","-4,208.95","USD","2025/05/05 09:50:12"
"ETFs卖出费用","SQQQ","三倍做空纳指ETF-ProShares","-3.89","-7,143.95","USD","2025/05/05 09:27:01"
"ETFs卖出成交","SQQQ","三倍做空纳指ETF-ProShares","+8,153.60","-7,140.06","USD","2025/05/05 09:26:51"
"ETFs买入费用","SQQQ","三倍做空纳指ETF-ProShares","-2.23","-15,293.66","USD","2025/05/03 00:02:52"
"ETFs买入成交","SQQQ","三倍做空纳指ETF-ProShares","-2,272.00","-15,291.43","USD","2025/05/03 00:02:40"
"ETFs买入费用","SQQQ","三倍做空纳指ETF-ProShares","-2.29","-13,019.43","USD","2025/05/02 22:17:09"
"ETFs买入成交","SQQQ","三倍做空纳指ETF-ProShares","-2,870.00","-13,017.14","USD","2025/05/02 22:16:57"
"ETFs买入费用","SQQQ","三倍做空纳指ETF-ProShares","-2.29","-10,147.14","USD","2025/05/02 22:16:37"
"ETFs买入成交","SQQQ","三倍做空纳指ETF-ProShares","-2,876.00","-10,144.85","USD","2025/05/02 22:16:25"
"ETFs买入费用","SQQQ","三倍做空纳指ETF-ProShares","-2.29","-7,268.85","USD","2025/05/02 22:07:00"
"ETFs买入成交","SQQQ","三倍做空纳指ETF-ProShares","-2,883.00","-7,266.56","USD","2025/05/02 22:06:50"
"ETFs买入费用","SQQQ","三倍做空纳指ETF-ProShares","-2.29","-4,383.56","USD","2025/05/02 22:03:25"
"ETFs买入成交","SQQQ","三倍做空纳指ETF-ProShares","-2,890.00","-4,381.27","USD","2025/05/02 22:03:12"
"ETFs买入费用","SQQQ","三倍做空纳指ETF-ProShares","-2.29","-1,491.27","USD","2025/05/01 23:15:27"
"ETFs买入成交","SQQQ","三倍做空纳指ETF-ProShares","-2,893.00","-1,488.98","USD","2025/05/01 23:15:11"
"ETFs买入费用","SQQQ","三倍做空纳指ETF-ProShares","-2.29","1,404.02","USD","2025/05/01 23:11:00"
"ETFs买入成交","SQQQ","三倍做空纳指ETF-ProShares","-2,902.00","1,406.31","USD","2025/05/01 23:10:48"
"ETFs买入费用","SQQQ","三倍做空纳指ETF-ProShares","-2.14","4,308.31","USD","2025/05/01 22:56:37"
"ETFs买入成交","SQQQ","三倍做空纳指ETF-ProShares","-1,457.50","4,310.45","USD","2025/05/01 22:56:26"
"ETFs买入费用","SQQQ","三倍做空纳指ETF-ProShares","-2.14","5,767.95","USD","2025/05/01 22:48:12"
"ETFs买入成交","SQQQ","三倍做空纳指ETF-ProShares","-1,460.00","5,770.09","USD","2025/05/01 22:48:00"
"融资/欠款利息","--","--","-1.64","7,230.09","USD","2025/05/01 20:40:27"
"融资/欠款利息","--","--","-42.74","659.21","HKD","2025/05/01 20:40:27"
"融券费用","--","--","-22.86","701.95","HKD","2025/05/01 20:40:27"
"融券费用","--","--","-19.39","7,231.73","USD","2025/05/01 20:40:26"
"ETFs买入费用","SQQQ","三倍做空纳指ETF-ProShares","-2.14","7,251.12","USD","2025/05/01 17:52:06"
"ETFs买入成交","SQQQ","三倍做空纳指ETF-ProShares","-1,467.50","7,253.26","USD","2025/05/01 17:51:56"
"ETFs买入费用","SQQQ","三倍做空纳指ETF-ProShares","-2.14","8,720.76","USD","2025/05/01 16:48:36"
"ETFs买入成交","SQQQ","三倍做空纳指ETF-ProShares","-1,475.00","8,722.90","USD","2025/05/01 16:48:23"
"ETFs卖出费用","SQQQ","三倍做空纳指ETF-ProShares","-4.19","10,197.90","USD","2025/04/29 01:29:57"
"ETFs卖出成交","SQQQ","三倍做空纳指ETF-ProShares","+9,870.00","10,202.09","USD","2025/04/29 01:29:46"
"ETFs卖出费用","SQQQ","三倍做空纳指ETF-ProShares","-5.17","332.09","USD","2025/04/29 01:28:22"
"ETFs卖出成交","SQQQ","三倍做空纳指ETF-ProShares","+12,136.00","337.26","USD","2025/04/29 01:28:12"
"股票买入费用","00981","中芯国际","-80.49","724.81","HKD","2025/04/28 15:22:09"
"股票买入成交","00981","中芯国际","-45,400.00","805.30","HKD","2025/04/28 15:22:01"
"ETFs买入费用","SQQQ","三倍做空纳指ETF-ProShares","-2.20","-11,798.74","USD","2025/04/26 02:22:41"
"ETFs买入成交","SQQQ","三倍做空纳指ETF-ProShares","-2,229.50","-11,796.54","USD","2025/04/26 02:22:32"
"ETFs买入费用","SQQQ","三倍做空纳指ETF-ProShares","-2.29","-9,567.04","USD","2025/04/26 01:24:24"
"ETFs买入成交","SQQQ","三倍做空纳指ETF-ProShares","-3,162.00","-9,564.75","USD","2025/04/26 01:24:15"
"ETFs买入费用","SQQQ","三倍做空纳指ETF-ProShares","-2.29","-6,402.75","USD","2025/04/26 01:17:24"
"ETFs买入成交","SQQQ","三倍做空纳指ETF-ProShares","-3,178.00","-6,400.46","USD","2025/04/26 01:17:15"
"股票买入费用","NVDA","英伟达","-2.29","-3,222.46","USD","2025/04/26 01:15:48"
"股票买入成交","NVDA","英伟达","-11,120.00","-3,220.17","USD","2025/04/26 01:15:39"
"股票卖出费用","NVDA","英伟达","-2.12","7,899.83","USD","2025/04/26 00:37:10"
"股票卖出成交","NVDA","英伟达","+2,201.60","7,901.95","USD","2025/04/26 00:36:53"
"ETFs卖出费用","SOXL","三倍做多半导体ETF-Direxion","-2.34","5,700.35","USD","2025/04/26 00:36:14"
"ETFs卖出成交","SOXL","三倍做多半导体ETF-Direxion","+1,220.00","5,702.69","USD","2025/04/26 00:36:02"
"股票卖出费用","NVDA","英伟达","-2.18","4,482.69","USD","2025/04/26 00:29:46"
"股票卖出成交","NVDA","英伟达","+3,285.00","4,484.87","USD","2025/04/26 00:29:34"
"ETFs买入费用","SQQQ","三倍做空纳指ETF-ProShares","-2.29","1,199.87","USD","2025/04/26 00:26:10"
"ETFs买入成交","SQQQ","三倍做空纳指ETF-ProShares","-3,220.00","1,202.16","USD","2025/04/26 00:25:58"
"股票卖出费用","NVDA","英伟达","-2.06","4,422.16","USD","2025/04/25 23:40:39"
"股票卖出成交","NVDA","英伟达","+1,091.00","4,424.22","USD","2025/04/25 23:40:27"
"股票卖出费用","NVDA","英伟达","-2.12","3,333.22","USD","2025/04/25 23:23:46"
"股票卖出成交","NVDA","英伟达","+2,179.00","3,335.34","USD","2025/04/25 23:23:34"
"ETFs买入费用","SQQQ","三倍做空纳指ETF-ProShares","-2.29","1,156.34","USD","2025/04/25 23:22:41"
"ETFs买入成交","SQQQ","三倍做空纳指ETF-ProShares","-3,240.00","1,158.63","USD","2025/04/25 23:22:29"
"ETFs买入费用","SQQQ","三倍做空纳指ETF-ProShares","-2.14","4,398.63","USD","2025/04/25 22:50:04"
"ETFs买入成交","SQQQ","三倍做空纳指ETF-ProShares","-1,627.50","4,400.77","USD","2025/04/25 22:49:54"
"股票卖出费用","NVDA","英伟达","-2.06","6,028.27","USD","2025/04/25 22:46:40"
"股票卖出成交","NVDA","英伟达","+1,085.00","6,030.33","USD","2025/04/25 22:46:29"
"股票卖出费用","NVDA","英伟达","-2.06","4,945.33","USD","2025/04/25 22:40:40"
"股票卖出成交","NVDA","英伟达","+1,083.50","4,947.39","USD","2025/04/25 22:40:29"
"股票卖出费用","NVDA","英伟达","-2.06","3,863.89","USD","2025/04/25 22:39:24"
"股票卖出成交","NVDA","英伟达","+1,082.00","3,865.95","USD","2025/04/25 22:39:12"
"ETFs买入费用","SQQQ","三倍做空纳指ETF-ProShares","-2.14","2,783.95","USD","2025/04/25 12:06:54"
"ETFs买入成交","SQQQ","三倍做空纳指ETF-ProShares","-1,600.00","2,786.09","USD","2025/04/25 12:06:44"
"ETFs买入费用","SQQQ","三倍做空纳指ETF-ProShares","-2.44","4,386.09","USD","2025/04/24 22:37:40"
"ETFs买入成交","SQQQ","三倍做空纳指ETF-ProShares","-5,043.00","4,388.53","USD","2025/04/24 22:37:29"
"ETFs买入费用","SQQQ","三倍做空纳指ETF-ProShares","-2.07","9,431.53","USD","2025/04/24 22:36:22"
"ETFs买入成交","SQQQ","三倍做空纳指ETF-ProShares","-841.25","9,433.60","USD","2025/04/24 22:36:11"
"ETFs买入费用","SQQQ","三倍做空纳指ETF-ProShares","-2.07","10,274.85","USD","2025/04/24 22:22:25"
"ETFs买入成交","SQQQ","三倍做空纳指ETF-ProShares","-847.50","10,276.92","USD","2025/04/24 22:22:12"
"ETFs买入费用","SQQQ","三倍做空纳指ETF-ProShares","-2.07","11,124.42","USD","2025/04/24 22:05:55"
"ETFs买入成交","SQQQ","三倍做空纳指ETF-ProShares","-852.00","11,126.49","USD","2025/04/24 22:05:44"
"ETFs买入费用","SQQQ","三倍做空纳指ETF-ProShares","-2.07","11,978.49","USD","2025/04/24 21:57:27"
"ETFs买入成交","SQQQ","三倍做空纳指ETF-ProShares","-860.00","11,980.56","USD","2025/04/24 21:57:15"
"ETFs卖出费用","SQQQ","三倍做空纳指ETF-ProShares","-2.20","12,840.56","USD","2025/04/24 03:22:47"
"ETFs卖出成交","SQQQ","三倍做空纳指ETF-ProShares","+1,790.00","12,842.76","USD","2025/04/24 03:22:38"
"ETFs买入费用","SQQQ","三倍做空纳指ETF-ProShares","-2.14","11,052.76","USD","2025/04/23 22:35:37"
"ETFs买入成交","SQQQ","三倍做空纳指ETF-ProShares","-1,677.50","11,054.90","USD","2025/04/23 22:35:25"
"ETFs买入费用","SQQQ","三倍做空纳指ETF-ProShares","-2.05","12,732.40","USD","2025/04/23 22:00:49"
"ETFs买入成交","SQQQ","三倍做空纳指ETF-ProShares","-674.00","12,734.45","USD","2025/04/23 22:00:15"
"ETFs买入费用","SQQQ","三倍做空纳指ETF-ProShares","-2.05","13,408.45","USD","2025/04/23 21:50:59"
"ETFs买入成交","SQQQ","三倍做空纳指ETF-ProShares","-678.00","13,410.50","USD","2025/04/23 21:49:25"
"ETFs买入费用","SQQQ","三倍做空纳指ETF-ProShares","-2.02","14,088.50","USD","2025/04/23 21:35:14"
"ETFs买入成交","SQQQ","三倍做空纳指ETF-ProShares","-344.50","14,090.52","USD","2025/04/23 21:33:37"
"ETFs卖出费用","SOXL","三倍做多半导体ETF-Direxion","-2.34","14,435.02","USD","2025/04/22 23:08:18"
"ETFs卖出成交","SOXL","三倍做多半导体ETF-Direxion","+930.00","14,437.36","USD","2025/04/22 23:08:06"
"股票卖出费用","NVDA","英伟达","-2.09","13,507.36","USD","2025/04/22 21:46:58"
"股票卖出成交","NVDA","英伟达","+1,488.00","13,509.45","USD","2025/04/22 21:46:45"
"ETFs卖出费用","SOXL","三倍做多半导体ETF-Direxion","-2.34","12,021.45","USD","2025/04/22 21:44:18"
"ETFs卖出成交","SOXL","三倍做多半导体ETF-Direxion","+924.00","12,023.79","USD","2025/04/22 21:44:06"
"股票卖出费用","NVDA","英伟达","-2.15","11,099.79","USD","2025/04/22 17:07:06"
"股票卖出成交","NVDA","英伟达","+2,454.50","11,101.94","USD","2025/04/22 17:06:54"
"ETFs卖出费用","SOXL","三倍做多半导体ETF-Direxion","-3.99","8,647.44","USD","2025/04/22 08:31:22"
"ETFs卖出成交","SOXL","三倍做多半导体ETF-Direxion","+438.50","8,651.43","USD","2025/04/22 08:31:11"
"ETFs卖出成交","SOXL","三倍做多半导体ETF-Direxion","+1,315.50","8,212.93","USD","2025/04/22 08:30:41"
"ETFs卖出成交","SOXL","三倍做多半导体ETF-Direxion","+877.00","6,897.43","USD","2025/04/22 08:30:36"
"ETFs买入费用","SOXL","三倍做多半导体ETF-Direxion","-2.29","6,020.43","USD","2025/04/21 23:55:22"
"ETFs买入成交","SOXL","三倍做多半导体ETF-Direxion","-818.00","6,022.72","USD","2025/04/21 23:55:10"
"ETFs买入费用","SOXL","三倍做多半导体ETF-Direxion","-2.14","6,840.72","USD","2025/04/21 23:46:16"
"ETFs买入成交","SOXL","三倍做多半导体ETF-Direxion","-410.50","6,842.86","USD","2025/04/21 23:46:07"
"ETFs买入费用","SOXL","三倍做多半导体ETF-Direxion","-2.14","7,253.36","USD","2025/04/21 23:35:52"
"ETFs买入成交","SOXL","三倍做多半导体ETF-Direxion","-412.50","7,255.50","USD","2025/04/21 23:35:42"
"股票买入费用","NVDA","英伟达","-2.02","7,668.00","USD","2025/04/21 22:13:26"
"股票买入成交","NVDA","英伟达","-962.00","7,670.02","USD","2025/04/21 22:13:14"
"股票买入费用","NVDA","英伟达","-2.02","8,632.02","USD","2025/04/21 22:08:19"
"股票买入成交","NVDA","英伟达","-964.50","8,634.04","USD","2025/04/21 22:08:06"
"ETFs买入费用","SOXL","三倍做多半导体ETF-Direxion","-2.14","9,598.54","USD","2025/04/21 22:03:32"
"ETFs买入成交","SOXL","三倍做多半导体ETF-Direxion","-418.00","9,600.68","USD","2025/04/21 22:03:19"
"ETFs买入费用","SOXL","三倍做多半导体ETF-Direxion","-2.14","10,018.68","USD","2025/04/21 22:00:11"
"ETFs买入成交","SOXL","三倍做多半导体ETF-Direxion","-421.00","10,020.82","USD","2025/04/21 22:00:00"
"股票买入费用","NVDA","英伟达","-2.02","10,441.82","USD","2025/04/21 21:56:34"
"股票买入成交","NVDA","英伟达","-971.00","10,443.84","USD","2025/04/21 21:56:24"
"ETFs买入费用","SOXL","三倍做多半导体ETF-Direxion","-2.14","11,414.84","USD","2025/04/21 21:53:05"
"ETFs买入成交","SOXL","三倍做多半导体ETF-Direxion","-425.00","11,416.98","USD","2025/04/21 21:52:50"
"股票买入费用","NVDA","英伟达","-2.02","11,841.98","USD","2025/04/21 21:37:11"
"股票买入成交","NVDA","英伟达","-978.00","11,844.00","USD","2025/04/21 21:36:57"
"股票卖出费用","NVDA","英伟达","-2.06","12,822.00","USD","2025/04/21 21:35:23"
"股票卖出成交","NVDA","英伟达","+991.00","12,824.06","USD","2025/04/21 21:35:13"
"股票买入费用","NVDA","英伟达","-2.02","11,833.06","USD","2025/04/21 18:28:20"
"股票买入成交","NVDA","英伟达","-979.00","11,835.08","USD","2025/04/21 18:28:08"
"ETFs买入费用","SOXL","三倍做多半导体ETF-Direxion","-2.14","12,814.08","USD","2025/04/21 17:12:24"
"ETFs买入成交","SOXL","三倍做多半导体ETF-Direxion","-436.00","12,816.22","USD","2025/04/21 17:12:12"
"股票买入费用","NVDA","英伟达","-2.02","13,252.22","USD","2025/04/17 23:04:15"
"股票买入成交","NVDA","英伟达","-1,000.80","13,254.24","USD","2025/04/17 23:04:07"
"ETFs买入费用","SOXL","三倍做多半导体ETF-Direxion","-2.14","14,255.04","USD","2025/04/17 22:55:51"
